,DATE,TG,Q_TG,TN,Q_TN,QQ,Q_QQ,TX,Q_TX,SD,Q_SD,CC,Q_CC,HU,Q_HU,SS,Q_SS
23144,19880907,169.0,0.0,120.0,0.0,123.0,0.0,176.0,0.0,0.0,0.0,6.0,0.0,91.0,0.0,57.0,0.0
23145,19880907,169.0,0.0,120.0,0.0,123.0,0.0,176.0,0.0,0.0,0.0,6.0,0.0,91.0,0.0,57.0,0.0
23146,19880908,151.0,1.0,126.0,0.0,49.0,0.0,134.0,1.0,0.0,0.0,5.0,0.0,93.0,0.0,28.0,0.0
23147,19880908,151.0,1.0,126.0,0.0,49.0,0.0,134.0,1.0,0.0,0.0,5.0,0.0,93.0,0.0,28.0,0.0
23148,19880909,90.0,0.0,47.0,0.0,87.0,0.0,167.0,0.0,0.0,0.0,5.0,0.0,89.0,0.0,16.0,0.0
23149,19880909,90.0,0.0,47.0,0.0,87.0,0.0,167.0,0.0,0.0,0.0,5.0,0.0,89.0,0.0,16.0,0.0
23150,19880910,131.0,0.0,95.0,0.0,67.0,0.0,144.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,2.0,0.0
23151,19880910,131.0,0.0,95.0,0.0,67.0,0.0,144.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,2.0,0.0
23152,19880911,111.0,0.0,78.0,0.0,118.0,0.0,141.0,0.0,0.0,0.0,6.0,0.0,83.0,0.0,56.0,0.0
23153,19880911,111.0,0.0,78.0,0.0,118.0,0.0,141.0,0.0,0.0,0.0,6.0,0.0,83.0,0.0,56.0,0.0
23154,19880912,116.0,0.0,91.0,0.0,146.0,0.0,141.0,0.0,0.0,0.0,6.0,0.0,78.0,0.0,76.0,0.0
23155,19880912,116.0,0.0,91.0,0.0,146.0,0.0,141.0,0.0,0.0,0.0,6.0,0.0,78.0,0.0,76.0,0.0
23156,19880913,106.0,0.0,71.0,0.0,111.0,0.0,107.0,0.0,0.0,0.0,5.0,0.0,79.0,0.0,50.0,0.0
23157,19880913,106.0,0.0,71.0,0.0,111.0,0.0,107.0,0.0,0.0,0.0,5.0,0.0,79.0,0.0,50.0,0.0
23158,19880914,78.0,0.0,50.0,0.0,113.0,0.0,165.0,0.0,0.0,0.0,4.0,0.0,79.0,0.0,40.0,0.0
23159,19880914,78.0,0.0,50.0,0.0,113.0,0.0,165.0,0.0,0.0,0.0,4.0,0.0,79.0,0.0,40.0,0.0
23160,19880915,78.0,0.0,-9.0,0.0,177.0,0.0,166.0,0.0,0.0,0.0,1.0,0.0,84.0,0.0,110.0,0.0
23161,19880915,78.0,0.0,-9.0,0.0,177.0,0.0,166.0,0.0,0.0,0.0,1.0,0.0,84.0,0.0,110.0,0.0
23162,19880916,94.0,0.0,22.0,0.0,95.0,0.0,167.0,0.0,0.0,0.0,5.0,0.0,88.0,0.0,24.0,0.0
23163,19880916,94.0,0.0,22.0,0.0,95.0,0.0,167.0,0.0,0.0,0.0,5.0,0.0,88.0,0.0,24.0,0.0
23164,19880917,104.0,0.0,41.0,0.0,177.0,0.0,145.0,0.0,0.0,0.0,2.0,0.0,84.0,0.0,109.0,0.0
23165,19880917,104.0,0.0,41.0,0.0,177.0,0.0,145.0,0.0,0.0,0.0,2.0,0.0,84.0,0.0,109.0,0.0
23166,19880918,76.0,0.0,7.0,0.0,110.0,0.0,139.0,0.0,0.0,0.0,4.0,0.0,88.0,0.0,29.0,0.0
23167,19880918,76.0,0.0,7.0,0.0,110.0,0.0,139.0,0.0,0.0,0.0,4.0,0.0,88.0,0.0,29.0,0.0
23168,19880919,106.0,0.0,72.0,0.0,59.0,0.0,118.0,0.0,0.0,0.0,8.0,0.0,88.0,0.0,0.0,0.0
23169,19880919,106.0,0.0,72.0,0.0,59.0,0.0,118.0,0.0,0.0,0.0,8.0,0.0,88.0,0.0,0.0,0.0
23170,19880920,104.0,0.0,90.0,0.0,33.0,0.0,120.0,0.0,0.0,0.0,8.0,0.0,90.0,0.0,0.0,0.0
23171,19880920,104.0,0.0,90.0,0.0,33.0,0.0,120.0,0.0,0.0,0.0,8.0,0.0,90.0,0.0,0.0,0.0
23172,19880921,112.0,0.0,103.0,0.0,31.0,0.0,122.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
23173,19880921,112.0,0.0,103.0,0.0,31.0,0.0,122.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
23174,19880922,101.0,0.0,80.0,0.0,52.0,0.0,109.0,0.0,0.0,0.0,7.0,0.0,95.0,0.0,9.0,0.0
23175,19880922,101.0,0.0,80.0,0.0,52.0,0.0,109.0,0.0,0.0,0.0,7.0,0.0,95.0,0.0,9.0,0.0
23176,19880923,91.0,0.0,73.0,0.0,46.0,0.0,131.0,0.0,0.0,0.0,7.0,0.0,90.0,0.0,18.0,0.0
23177,19880923,91.0,0.0,73.0,0.0,46.0,0.0,131.0,0.0,0.0,0.0,7.0,0.0,90.0,0.0,18.0,0.0
23178,19880924,92.0,0.0,52.0,0.0,145.0,0.0,147.0,0.0,0.0,0.0,5.0,0.0,82.0,0.0,87.0,0.0
23179,19880924,92.0,0.0,52.0,0.0,145.0,0.0,147.0,0.0,0.0,0.0,5.0,0.0,82.0,0.0,87.0,0.0
23180,19880925,80.0,0.0,13.0,0.0,35.0,0.0,145.0,0.0,0.0,0.0,7.0,0.0,97.0,0.0,0.0,0.0
23181,19880925,80.0,0.0,13.0,0.0,35.0,0.0,145.0,0.0,0.0,0.0,7.0,0.0,97.0,0.0,0.0,0.0
23182,19880926,98.0,0.0,51.0,0.0,94.0,0.0,140.0,0.0,0.0,0.0,6.0,0.0,83.0,0.0,48.0,0.0
23183,19880926,98.0,0.0,51.0,0.0,94.0,0.0,140.0,0.0,0.0,0.0,6.0,0.0,83.0,0.0,48.0,0.0
23184,19880927,120.0,1.0,99.0,0.0,39.0,0.0,109.0,1.0,0.0,0.0,7.0,0.0,92.0,0.0,2.0,0.0
23185,19880927,120.0,1.0,99.0,0.0,39.0,0.0,109.0,1.0,0.0,0.0,7.0,0.0,92.0,0.0,2.0,0.0
23186,19880928,92.0,0.0,75.0,0.0,55.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,88.0,0.0,9.0,0.0
23187,19880928,92.0,0.0,75.0,0.0,55.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,88.0,0.0,9.0,0.0
23188,19880929,74.0,0.0,48.0,0.0,130.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,77.0,0.0,92.0,0.0
23189,19880929,74.0,0.0,48.0,0.0,130.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,77.0,0.0,92.0,0.0
23190,19880930,36.0,0.0,-27.0,0.0,112.0,0.0,114.0,0.0,0.0,0.0,2.0,0.0,83.0,0.0,55.0,0.0
23191,19880930,36.0,0.0,-27.0,0.0,112.0,0.0,114.0,0.0,0.0,0.0,2.0,0.0,83.0,0.0,55.0,0.0
23192,19881001,51.0,0.0,-12.0,0.0,30.0,0.0,116.0,0.0,0.0,0.0,7.0,0.0,89.0,0.0,2.0,0.0
23193,19881001,51.0,0.0,-12.0,0.0,30.0,0.0,116.0,0.0,0.0,0.0,7.0,0.0,89.0,0.0,2.0,0.0
23194,19881002,95.0,0.0,74.0,0.0,21.0,0.0,111.0,0.0,0.0,0.0,8.0,0.0,97.0,0.0,0.0,0.0
23195,19881002,95.0,0.0,74.0,0.0,21.0,0.0,111.0,0.0,0.0,0.0,8.0,0.0,97.0,0.0,0.0,0.0
23196,19881003,108.0,0.0,106.0,0.0,32.0,0.0,109.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
23197,19881003,108.0,0.0,106.0,0.0,32.0,0.0,109.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
23198,19881004,100.0,0.0,92.0,0.0,28.0,0.0,135.0,0.0,0.0,0.0,8.0,0.0,91.0,0.0,0.0,0.0
23199,19881004,100.0,0.0,92.0,0.0,28.0,0.0,135.0,0.0,0.0,0.0,8.0,0.0,91.0,0.0,0.0,0.0
23200,19881005,113.0,1.0,91.0,1.0,67.0,0.0,83.0,1.0,0.0,0.0,6.0,0.0,90.0,0.0,25.0,0.0
23201,19881005,113.0,1.0,91.0,1.0,67.0,0.0,83.0,1.0,0.0,0.0,6.0,0.0,90.0,0.0,25.0,0.0
23202,19881006,68.0,0.0,54.0,0.0,42.0,0.0,85.0,0.0,0.0,0.0,6.0,0.0,89.0,0.0,13.0,0.0
23203,19881006,68.0,0.0,54.0,0.0,42.0,0.0,85.0,0.0,0.0,0.0,6.0,0.0,89.0,0.0,13.0,0.0
23204,19881007,72.0,0.0,58.0,0.0,29.0,0.0,108.0,0.0,0.0,0.0,7.0,0.0,83.0,0.0,1.0,0.0
23205,19881007,72.0,0.0,58.0,0.0,29.0,0.0,108.0,0.0,0.0,0.0,7.0,0.0,83.0,0.0,1.0,0.0
23206,19881008,77.0,0.0,46.0,0.0,46.0,0.0,103.0,0.0,0.0,0.0,6.0,0.0,86.0,0.0,7.0,0.0
23207,19881008,77.0,0.0,46.0,0.0,46.0,0.0,103.0,0.0,0.0,0.0,6.0,0.0,86.0,0.0,7.0,0.0
23208,19881009,78.0,0.0,54.0,0.0,85.0,0.0,107.0,0.0,0.0,0.0,6.0,0.0,83.0,0.0,54.0,0.0
23209,19881009,78.0,0.0,54.0,0.0,85.0,0.0,107.0,0.0,0.0,0.0,6.0,0.0,83.0,0.0,54.0,0.0
23210,19881010,66.0,0.0,24.0,0.0,104.0,0.0,113.0,0.0,0.0,0.0,5.0,0.0,86.0,0.0,86.0,0.0
23211,19881010,66.0,0.0,24.0,0.0,104.0,0.0,113.0,0.0,0.0,0.0,5.0,0.0,86.0,0.0,86.0,0.0
23212,19881011,54.0,0.0,-4.0,0.0,56.0,0.0,115.0,0.0,0.0,0.0,6.0,0.0,90.0,0.0,17.0,0.0
23213,19881011,54.0,0.0,-4.0,0.0,56.0,0.0,115.0,0.0,0.0,0.0,6.0,0.0,90.0,0.0,17.0,0.0
23214,19881012,85.0,0.0,55.0,0.0,25.0,0.0,105.0,0.0,0.0,0.0,8.0,0.0,91.0,0.0,1.0,0.0
23215,19881012,85.0,0.0,55.0,0.0,25.0,0.0,105.0,0.0,0.0,0.0,8.0,0.0,91.0,0.0,1.0,0.0
23216,19881013,94.0,0.0,84.0,0.0,29.0,0.0,152.0,0.0,0.0,0.0,7.0,0.0,94.0,0.0,3.0,0.0
23217,19881013,94.0,0.0,84.0,0.0,29.0,0.0,152.0,0.0,0.0,0.0,7.0,0.0,94.0,0.0,3.0,0.0
23218,19881014,81.0,0.0,10.0,0.0,103.0,0.0,159.0,0.0,0.0,0.0,2.0,0.0,87.0,0.0,91.0,0.0
23219,19881014,81.0,0.0,10.0,0.0,103.0,0.0,159.0,0.0,0.0,0.0,2.0,0.0,87.0,0.0,91.0,0.0
23220,19881015,89.0,0.0,19.0,0.0,106.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,95.0,0.0
23221,19881015,89.0,0.0,19.0,0.0,106.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,95.0,0.0
23222,19881016,53.0,0.0,-1.0,0.0,23.0,0.0,122.0,0.0,0.0,0.0,7.0,0.0,96.0,0.0,0.0,0.0
23223,19881016,53.0,0.0,-1.0,0.0,23.0,0.0,122.0,0.0,0.0,0.0,7.0,0.0,96.0,0.0,0.0,0.0
23224,19881017,99.0,0.0,76.0,0.0,76.0,0.0,122.0,0.0,0.0,0.0,7.0,0.0,88.0,0.0,41.0,0.0
23225,19881017,99.0,0.0,76.0,0.0,76.0,0.0,122.0,0.0,0.0,0.0,7.0,0.0,88.0,0.0,41.0,0.0
23226,19881018,105.0,0.0,88.0,0.0,24.0,0.0,148.0,0.0,0.0,0.0,8.0,0.0,93.0,0.0,0.0,0.0
23227,19881018,105.0,0.0,88.0,0.0,24.0,0.0,148.0,0.0,0.0,0.0,8.0,0.0,93.0,0.0,0.0,0.0
23228,19881019,124.0,1.0,99.0,0.0,30.0,0.0,104.0,1.0,0.0,0.0,8.0,0.0,93.0,0.0,2.0,0.0
23229,19881019,124.0,1.0,99.0,0.0,30.0,0.0,104.0,1.0,0.0,0.0,8.0,0.0,93.0,0.0,2.0,0.0
23230,19881020,100.0,0.0,95.0,0.0,23.0,0.0,146.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
23231,19881020,100.0,0.0,95.0,0.0,23.0,0.0,146.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
23232,19881021,120.0,0.0,94.0,0.0,62.0,0.0,147.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,26.0,0.0
23233,19881021,120.0,0.0,94.0,0.0,62.0,0.0,147.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,26.0,0.0
23234,19881022,114.0,1.0,81.0,0.0,74.0,0.0,111.0,1.0,0.0,0.0,6.0,0.0,90.0,0.0,61.0,0.0
23235,19881022,114.0,1.0,81.0,0.0,74.0,0.0,111.0,1.0,0.0,0.0,6.0,0.0,90.0,0.0,61.0,0.0
23236,19881023,80.0,0.0,49.0,0.0,32.0,0.0,95.0,0.0,0.0,0.0,8.0,0.0,94.0,0.0,2.0,0.0
23237,19881023,80.0,0.0,49.0,0.0,32.0,0.0,95.0,0.0,0.0,0.0,8.0,0.0,94.0,0.0,2.0,0.0
23238,19881024,91.0,0.0,87.0,0.0,21.0,0.0,128.0,0.0,0.0,0.0,8.0,0.0,97.0,0.0,0.0,0.0
23239,19881024,91.0,0.0,87.0,0.0,21.0,0.0,128.0,0.0,0.0,0.0,8.0,0.0,97.0,0.0,0.0,0.0
23240,19881025,102.0,0.0,76.0,0.0,31.0,0.0,127.0,0.0,0.0,0.0,8.0,0.0,94.0,0.0,0.0,0.0
23241,19881025,102.0,0.0,76.0,0.0,31.0,0.0,127.0,0.0,0.0,0.0,8.0,0.0,94.0,0.0,0.0,0.0
23242,19881026,108.0,0.0,90.0,0.0,28.0,0.0,109.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,1.0,0.0
23243,19881026,108.0,0.0,90.0,0.0,28.0,0.0,109.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,1.0,0.0
23244,19881027,92.0,1.0,75.0,0.0,39.0,0.0,80.0,1.0,0.0,0.0,6.0,0.0,92.0,0.0,16.0,0.0
23245,19881027,92.0,1.0,75.0,0.0,39.0,0.0,80.0,1.0,0.0,0.0,6.0,0.0,92.0,0.0,16.0,0.0
23246,19881028,55.0,0.0,30.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,3.0,0.0,79.0,0.0,62.0,0.0
23247,19881028,55.0,0.0,30.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,3.0,0.0,79.0,0.0,62.0,0.0
23248,19881029,0.0,0.0,-57.0,0.0,69.0,0.0,74.0,0.0,0.0,0.0,2.0,0.0,83.0,0.0,61.0,0.0
23249,19881029,0.0,0.0,-57.0,0.0,69.0,0.0,74.0,0.0,0.0,0.0,2.0,0.0,83.0,0.0,61.0,0.0
23250,19881030,10.0,0.0,-53.0,0.0,77.0,0.0,84.0,0.0,0.0,0.0,3.0,0.0,88.0,0.0,78.0,0.0
23251,19881030,10.0,0.0,-53.0,0.0,77.0,0.0,84.0,0.0,0.0,0.0,3.0,0.0,88.0,0.0,78.0,0.0
23252,19881031,16.0,0.0,-52.0,0.0,74.0,0.0,85.0,0.0,0.0,0.0,3.0,0.0,85.0,0.0,69.0,0.0
23253,19881031,16.0,0.0,-52.0,0.0,74.0,0.0,85.0,0.0,0.0,0.0,3.0,0.0,85.0,0.0,69.0,0.0
23254,19881101,31.0,0.0,-23.0,0.0,28.0,0.0,78.0,0.0,0.0,0.0,7.0,0.0,80.0,0.0,1.0,0.0
23255,19881101,31.0,0.0,-23.0,0.0,28.0,0.0,78.0,0.0,0.0,0.0,7.0,0.0,80.0,0.0,1.0,0.0
23256,19881102,29.0,0.0,-20.0,0.0,72.0,0.0,65.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,81.0,0.0
23257,19881102,29.0,0.0,-20.0,0.0,72.0,0.0,65.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,81.0,0.0
23258,19881103,8.0,0.0,-50.0,0.0,72.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,77.0,0.0
23259,19881103,8.0,0.0,-50.0,0.0,72.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,77.0,0.0
23260,19881104,10.0,0.0,-49.0,0.0,71.0,0.0,88.0,0.0,0.0,0.0,3.0,0.0,83.0,0.0,77.0,0.0
23261,19881104,10.0,0.0,-49.0,0.0,71.0,0.0,88.0,0.0,0.0,0.0,3.0,0.0,83.0,0.0,77.0,0.0
23262,19881105,28.0,0.0,-32.0,0.0,63.0,0.0,83.0,0.0,0.0,0.0,6.0,0.0,89.0,0.0,56.0,0.0
23263,19881105,28.0,0.0,-32.0,0.0,63.0,0.0,83.0,0.0,0.0,0.0,6.0,0.0,89.0,0.0,56.0,0.0
23264,19881106,26.0,0.0,-32.0,0.0,53.0,0.0,78.0,0.0,0.0,0.0,5.0,0.0,93.0,0.0,45.0,0.0
23265,19881106,26.0,0.0,-32.0,0.0,53.0,0.0,78.0,0.0,0.0,0.0,5.0,0.0,93.0,0.0,45.0,0.0
23266,19881107,32.0,0.0,-14.0,0.0,17.0,0.0,105.0,0.0,0.0,0.0,7.0,0.0,98.0,0.0,0.0,0.0
23267,19881107,32.0,0.0,-14.0,0.0,17.0,0.0,105.0,0.0,0.0,0.0,7.0,0.0,98.0,0.0,0.0,0.0
23268,19881108,50.0,0.0,-4.0,0.0,37.0,0.0,108.0,0.0,0.0,0.0,5.0,0.0,88.0,0.0,21.0,0.0
23269,19881108,50.0,0.0,-4.0,0.0,37.0,0.0,108.0,0.0,0.0,0.0,5.0,0.0,88.0,0.0,21.0,0.0
23270,19881109,68.0,0.0,27.0,0.0,14.0,0.0,111.0,0.0,0.0,0.0,8.0,0.0,97.0,0.0,0.0,0.0
23271,19881109,68.0,0.0,27.0,0.0,14.0,0.0,111.0,0.0,0.0,0.0,8.0,0.0,97.0,0.0,0.0,0.0
23272,19881110,94.0,0.0,76.0,0.0,15.0,0.0,95.0,0.0,0.0,0.0,7.0,0.0,94.0,0.0,0.0,0.0
23273,19881110,94.0,0.0,76.0,0.0,15.0,0.0,95.0,0.0,0.0,0.0,7.0,0.0,94.0,0.0,0.0,0.0
23274,19881111,58.0,0.0,20.0,0.0,44.0,0.0,77.0,0.0,0.0,0.0,4.0,0.0,87.0,0.0,42.0,0.0
23275,19881111,58.0,0.0,20.0,0.0,44.0,0.0,77.0,0.0,0.0,0.0,4.0,0.0,87.0,0.0,42.0,0.0
23276,19881112,64.0,0.0,50.0,0.0,23.0,0.0,89.0,0.0,0.0,0.0,7.0,0.0,89.0,0.0,2.0,0.0
23277,19881112,64.0,0.0,50.0,0.0,23.0,0.0,89.0,0.0,0.0,0.0,7.0,0.0,89.0,0.0,2.0,0.0
23278,19881113,55.0,0.0,21.0,0.0,39.0,0.0,104.0,0.0,0.0,0.0,5.0,0.0,82.0,0.0,33.0,0.0
23279,19881113,55.0,0.0,21.0,0.0,39.0,0.0,104.0,0.0,0.0,0.0,5.0,0.0,82.0,0.0,33.0,0.0
23280,19881114,68.0,0.0,31.0,0.0,36.0,0.0,81.0,0.0,0.0,0.0,6.0,0.0,85.0,0.0,42.0,0.0
23281,19881114,68.0,0.0,31.0,0.0,36.0,0.0,81.0,0.0,0.0,0.0,6.0,0.0,85.0,0.0,42.0,0.0
23282,19881115,57.0,0.0,33.0,0.0,16.0,0.0,80.0,0.0,0.0,0.0,6.0,0.0,96.0,0.0,1.0,0.0
23283,19881115,57.0,0.0,33.0,0.0,16.0,0.0,80.0,0.0,0.0,0.0,6.0,0.0,96.0,0.0,1.0,0.0
23284,19881116,30.0,0.0,-19.0,0.0,17.0,0.0,96.0,0.0,0.0,0.0,8.0,0.0,95.0,0.0,0.0,0.0
23285,19881116,30.0,0.0,-19.0,0.0,17.0,0.0,96.0,0.0,0.0,0.0,8.0,0.0,95.0,0.0,0.0,0.0
23286,19881117,68.0,1.0,39.0,0.0,13.0,0.0,57.0,1.0,0.0,0.0,8.0,0.0,98.0,0.0,0.0,0.0
23287,19881117,68.0,1.0,39.0,0.0,13.0,0.0,57.0,1.0,0.0,0.0,8.0,0.0,98.0,0.0,0.0,0.0
23288,19881118,48.0,1.0,38.0,0.0,36.0,0.0,43.0,1.0,0.0,0.0,6.0,0.0,83.0,0.0,31.0,0.0
23289,19881118,48.0,1.0,38.0,0.0,36.0,0.0,43.0,1.0,0.0,0.0,6.0,0.0,83.0,0.0,31.0,0.0
23290,19881119,14.0,1.0,-16.0,0.0,33.0,0.0,4.0,1.0,0.0,0.0,7.0,0.0,91.0,0.0,18.0,0.0
23291,19881119,14.0,1.0,-16.0,0.0,33.0,0.0,4.0,1.0,0.0,0.0,7.0,0.0,91.0,0.0,18.0,0.0
23292,19881120,-2.0,0.0,-7.0,0.0,49.0,0.0,26.0,0.0,11.0,0.0,3.0,0.0,86.0,0.0,66.0,0.0
23293,19881120,-2.0,0.0,-7.0,0.0,49.0,0.0,26.0,0.0,11.0,0.0,3.0,0.0,86.0,0.0,66.0,0.0
23294,19881121,-6.0,0.0,-38.0,0.0,45.0,0.0,23.0,0.0,10.0,0.0,2.0,0.0,78.0,0.0,66.0,0.0
23295,19881121,-6.0,0.0,-38.0,0.0,45.0,0.0,23.0,0.0,10.0,0.0,2.0,0.0,78.0,0.0,66.0,0.0
23296,19881122,-33.0,0.0,-89.0,0.0,47.0,0.0,16.0,0.0,7.0,0.0,5.0,0.0,89.0,0.0,67.0,0.0
23297,19881122,-33.0,0.0,-89.0,0.0,47.0,0.0,16.0,0.0,7.0,0.0,5.0,0.0,89.0,0.0,67.0,0.0
23298,19881123,-24.0,0.0,-63.0,0.0,22.0,0.0,52.0,0.0,7.0,0.0,6.0,0.0,95.0,0.0,18.0,0.0
23299,19881123,-24.0,0.0,-63.0,0.0,22.0,0.0,52.0,0.0,7.0,0.0,6.0,0.0,95.0,0.0,18.0,0.0
23300,19881124,17.0,0.0,-18.0,0.0,20.0,0.0,47.0,0.0,5.0,0.0,7.0,0.0,97.0,0.0,7.0,0.0
23301,19881124,17.0,0.0,-18.0,0.0,20.0,0.0,47.0,0.0,5.0,0.0,7.0,0.0,97.0,0.0,7.0,0.0
23302,19881125,24.0,0.0,2.0,0.0,19.0,0.0,61.0,0.0,0.0,0.0,7.0,0.0,98.0,0.0,0.0,0.0
23303,19881125,24.0,0.0,2.0,0.0,19.0,0.0,61.0,0.0,0.0,0.0,7.0,0.0,98.0,0.0,0.0,0.0
23304,19881126,30.0,0.0,-1.0,0.0,31.0,0.0,90.0,0.0,0.0,0.0,6.0,0.0,94.0,0.0,32.0,0.0
23305,19881126,30.0,0.0,-1.0,0.0,31.0,0.0,90.0,0.0,0.0,0.0,6.0,0.0,94.0,0.0,32.0,0.0
23306,19881127,40.0,0.0,-11.0,0.0,13.0,0.0,95.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
23307,19881127,40.0,0.0,-11.0,0.0,13.0,0.0,95.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
23308,19881128,46.0,0.0,-2.0,0.0,30.0,0.0,54.0,0.0,0.0,0.0,6.0,0.0,84.0,0.0,43.0,0.0
23309,19881128,46.0,0.0,-2.0,0.0,30.0,0.0,54.0,0.0,0.0,0.0,6.0,0.0,84.0,0.0,43.0,0.0
23310,19881129,50.0,0.0,46.0,0.0,7.0,0.0,62.0,0.0,0.0,0.0,8.0,0.0,87.0,0.0,0.0,0.0
23311,19881129,50.0,0.0,46.0,0.0,7.0,0.0,62.0,0.0,0.0,0.0,8.0,0.0,87.0,0.0,0.0,0.0
23312,19881130,50.0,1.0,38.0,1.0,3.0,0.0,24.0,1.0,0.0,0.0,8.0,0.0,93.0,0.0,0.0,0.0
23313,19881130,50.0,1.0,38.0,1.0,3.0,0.0,24.0,1.0,0.0,0.0,8.0,0.0,93.0,0.0,0.0,0.0
23314,19881201,22.0,1.0,20.0,1.0,8.0,0.0,13.0,1.0,0.0,0.0,8.0,0.0,85.0,0.0,0.0,0.0
23315,19881201,22.0,1.0,20.0,1.0,8.0,0.0,13.0,1.0,0.0,0.0,8.0,0.0,85.0,0.0,0.0,0.0
23316,19881202,8.0,0.0,4.0,0.0,8.0,0.0,66.0,0.0,0.0,0.0,8.0,0.0,88.0,0.0,0.0,0.0
23317,19881202,8.0,0.0,4.0,0.0,8.0,0.0,66.0,0.0,0.0,0.0,8.0,0.0,88.0,0.0,0.0,0.0
23318,19881203,21.0,0.0,-24.0,0.0,4.0,0.0,67.0,0.0,0.0,0.0,7.0,0.0,95.0,0.0,0.0,0.0
23319,19881203,21.0,0.0,-24.0,0.0,4.0,0.0,67.0,0.0,0.0,0.0,7.0,0.0,95.0,0.0,0.0,0.0
23320,19881204,32.0,0.0,-4.0,0.0,12.0,0.0,48.0,0.0,0.0,0.0,6.0,0.0,84.0,0.0,5.0,0.0
23321,19881204,32.0,0.0,-4.0,0.0,12.0,0.0,48.0,0.0,0.0,0.0,6.0,0.0,84.0,0.0,5.0,0.0
23322,19881205,34.0,0.0,20.0,0.0,22.0,0.0,61.0,0.0,0.0,0.0,3.0,0.0,80.0,0.0,50.0,0.0
23323,19881205,34.0,0.0,20.0,0.0,22.0,0.0,61.0,0.0,0.0,0.0,3.0,0.0,80.0,0.0,50.0,0.0
23324,19881206,38.0,0.0,15.0,0.0,32.0,0.0,74.0,0.0,0.0,0.0,1.0,0.0,74.0,0.0,60.0,0.0
23325,19881206,38.0,0.0,15.0,0.0,32.0,0.0,74.0,0.0,0.0,0.0,1.0,0.0,74.0,0.0,60.0,0.0
23326,19881207,24.0,0.0,-25.0,0.0,11.0,0.0,98.0,0.0,0.0,0.0,5.0,0.0,95.0,0.0,0.0,0.0
23327,19881207,24.0,0.0,-25.0,0.0,11.0,0.0,98.0,0.0,0.0,0.0,5.0,0.0,95.0,0.0,0.0,0.0
23328,19881208,42.0,0.0,-14.0,0.0,7.0,0.0,107.0,0.0,0.0,0.0,8.0,0.0,91.0,0.0,0.0,0.0
23329,19881208,42.0,0.0,-14.0,0.0,7.0,0.0,107.0,0.0,0.0,0.0,8.0,0.0,91.0,0.0,0.0,0.0
23330,19881209,74.0,0.0,40.0,0.0,5.0,0.0,98.0,0.0,0.0,0.0,8.0,0.0,94.0,0.0,0.0,0.0
23331,19881209,74.0,0.0,40.0,0.0,5.0,0.0,98.0,0.0,0.0,0.0,8.0,0.0,94.0,0.0,0.0,0.0
23332,19881210,72.0,0.0,46.0,0.0,8.0,0.0,103.0,0.0,0.0,0.0,7.0,0.0,79.0,0.0,1.0,0.0
23333,19881210,72.0,0.0,46.0,0.0,8.0,0.0,103.0,0.0,0.0,0.0,7.0,0.0,79.0,0.0,1.0,0.0
23334,19881211,86.0,0.0,69.0,0.0,20.0,0.0,101.0,0.0,0.0,0.0,7.0,0.0,78.0,0.0,31.0,0.0
23335,19881211,86.0,0.0,69.0,0.0,20.0,0.0,101.0,0.0,0.0,0.0,7.0,0.0,78.0,0.0,31.0,0.0
23336,19881212,66.0,0.0,32.0,0.0,29.0,0.0,116.0,0.0,0.0,0.0,4.0,0.0,80.0,0.0,49.0,0.0
23337,19881212,66.0,0.0,32.0,0.0,29.0,0.0,116.0,0.0,0.0,0.0,4.0,0.0,80.0,0.0,49.0,0.0
23338,19881213,74.0,0.0,32.0,0.0,23.0,0.0,91.0,0.0,0.0,0.0,5.0,0.0,89.0,0.0,36.0,0.0
